File,Title,Publisher,Publication Year,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS)
80/17/cpg15_NBK63898.tar.gz,Treatment of Pressure Ulcers,Agency for Health Care Policy and Research (US),1994,NBK63898,2012-07-09 18:41:06
6c/17/cpg3_NBK63915.tar.gz,Pressure Ulcers in Adults: Prediction and Prevention,Agency for Health Care Policy and Research (US),1992,NBK63915,2012-07-09 18:37:43
e3/74/cpg1808_NBK63952.tar.gz,Treating Tobacco Use and Dependence: 2008 Update,US Department of Health and Human Services,2008,NBK63952,2012-07-09 18:38:59
90/08/hspepcollect_NBK63961.tar.gz,SAMHSA/CSAP Prevention Enhancement Protocols,Substance Abuse and Mental Health Services Administration (US),1997,NBK63961,2012-07-09 18:41:50
b2/21/hshtr_NBK63973.tar.gz,AHCPR Health Technology Reviews,Agency for Health Care Policy and Research (US),1992,NBK63973,2012-07-09 18:40:29
04/98/hshta_NBK63997.tar.gz,AHCPR Health Technology Assessments,Agency for Health Care Policy and Research (US),1990,NBK63997,2012-07-09 18:40:51
69/de/tip50_NBK64022.tar.gz,Addressing Suicidal Thoughts and Behaviors in Substance Abuse Treatment,Substance Abuse and Mental Health Services Administration (US),2009,NBK64022,2012-07-09 18:46:39
f9/67/tip49_NBK64041.tar.gz,Incorporating Alcohol Pharmacotherapies Into Medical Practice,Substance Abuse and Mental Health Services Administration (US),2009,NBK64041,2016-02-11 02:37:10
30/b7/tip48_NBK64057.tar.gz,Managing Depressive Symptoms in Substance Abuse Clients During Early Recovery,Substance Abuse and Mental Health Services Administration (US),2008,NBK64057,2012-07-09 18:46:13
16/25/tip46_NBK64075.tar.gz,Substance Abuse: Administrative Issues in Outpatient Treatment,Substance Abuse and Mental Health Services Administration (US),2006,NBK64075,2012-07-09 18:46:52
dc/76/tip47_NBK64093.tar.gz,Substance Abuse: Clinical Issues in Intensive Outpatient Treatment,Substance Abuse and Mental Health Services Administration (US),2006,NBK64093,2014-10-16 02:37:52
6b/26/tip45_NBK64115.tar.gz,Detoxification and Substance Abuse Treatment,Substance Abuse and Mental Health Services Administration (US),2006,NBK64115,2012-07-09 18:47:36
77/8d/tip44_NBK64137.tar.gz,Substance Abuse Treatment for Adults in the Criminal Justice System,Substance Abuse and Mental Health Services Administration (US),2005,NBK64137,2012-07-09 18:47:36
70/d0/tip43_NBK64164.tar.gz,Medication-Assisted Treatment for Opioid Addiction in Opioid Treatment Programs,Substance Abuse and Mental Health Services Administration (US),2005,NBK64164,2013-05-09 18:37:26
78/12/tip42_NBK64197.tar.gz,Substance Abuse Treatment for Persons With Co-Occurring Disorders,Substance Abuse and Mental Health Services Administration (US),2005,NBK64197,2012-10-15 18:37:12
0c/82/tip41_NBK64220.tar.gz,Substance Abuse Treatment: Group Therapy,Substance Abuse and Mental Health Services Administration (US),2005,NBK64220,2012-07-09 18:47:42
0a/7c/tip40_NBK64245.tar.gz,Clinical Guidelines for the Use of Buprenorphine in the Treatment of Opioid Addiction,Substance Abuse and Mental Health Services Administration (US),2004,NBK64245,2012-07-09 18:46:45
b7/8a/tip39_NBK64265.tar.gz,Substance Abuse Treatment and Family Therapy,Substance Abuse and Mental Health Services Administration (US),2004,NBK64265,2012-07-09 18:46:10
1c/6c/tip38_NBK64287.tar.gz,Integrating Substance Abuse Treatment and Vocational Services,Substance Abuse and Mental Health Services Administration (US),2000,NBK64287,2017-01-19 02:37:12
93/67/tip33_NBK64333.tar.gz,Treatment for Stimulant Use Disorders,Substance Abuse and Mental Health Services Administration (US),1999,NBK64333,2012-07-09 18:47:09
a1/89/tip32_NBK64350.tar.gz,Treatment of Adolescents with Substance Use Disorders,Substance Abuse and Mental Health Services Administration (US),1999,NBK64350,2012-07-09 18:46:12
a7/b4/tip31_NBK64364.tar.gz,Screening and Assessing Adolescents for Substance Use Disorders,Substance Abuse and Mental Health Services Administration (US),1999,NBK64364,2012-10-10 18:37:14
b2/83/tip30_NBK64384.tar.gz,Continuity of Offender Treatment for Substance Use Disorders from Institution to Community,Substance Abuse and Mental Health Services Administration (US),1998,NBK64384,2012-07-09 18:46:42
e2/e0/tip28_NBK64400.tar.gz,Naltrexone and Alcoholism Treatment,Substance Abuse and Mental Health Services Administration (US),1998,NBK64400,2012-07-09 18:47:21
d7/bb/tip26_NBK64419.tar.gz,Substance Abuse Among Older Adults,Substance Abuse and Mental Health Services Administration (US),1998,NBK64419,2012-10-10 18:37:18
c7/ec/tip25_NBK64437.tar.gz,Substance Abuse Treatment and Domestic Violence,Substance Abuse and Mental Health Services Administration (US),1997,NBK64437,2012-10-10 18:37:16
99/1a/tip23_NBK64447.tar.gz,Treatment Drug Courts: Integrating Substance Abuse Treatment With Legal Case Processing,Substance Abuse and Mental Health Services Administration (US),1996,NBK64447,2012-07-09 18:46:36
d4/e4/tip22_NBK64463.tar.gz,LAAM in the Treatment of Opiate Addiction,Substance Abuse and Mental Health Services Administration (US),1995,NBK64463,2012-07-09 18:46:54
bf/a1/tip21_NBK64484.tar.gz,Combining Alcohol and Other Drug Abuse Treatment With Diversion for Juveniles in the Justice System,Substance Abuse and Mental Health Services Administration (US),1995,NBK64484,2012-07-09 18:46:38
4a/1e/tip20_NBK64497.tar.gz,Matching Treatment to Patient Needs in Opioid Substitution Therapy,Substance Abuse and Mental Health Services Administration (US),1995,NBK64497,2012-07-09 18:46:12
2c/31/tip19_NBK64518.tar.gz,Detoxification From Alcohol and Other Drugs,Substance Abuse and Mental Health Services Administration (US),1995,NBK64518,2012-07-09 18:47:05
16/88/tip18_NBK64541.tar.gz,The Tuberculosis Epidemic: Legal and Ethical Issues for Alcohol and Other Drug Treatment Providers,Substance Abuse and Mental Health Services Administration (US),1995,NBK64541,2012-07-09 18:46:11
af/45/tip17_NBK64558.tar.gz,Planning for Alcohol and Other Drug Abuse Treatment for Adults in the Criminal Justice System,Substance Abuse and Mental Health Services Administration (US),1995,NBK64558,2012-07-09 18:47:24
27/07/tip16_NBK64574.tar.gz,Alcohol and Other Drug Screening of Hospitalized Trauma Patients,Substance Abuse and Mental Health Services Administration (US),1995,NBK64574,2012-07-09 18:46:41
0f/f6/tip15_NBK64595.tar.gz,Treatment for HIV-Infected Alcohol and Other Drug Abusers,Substance Abuse and Mental Health Services Administration (US),1995,NBK64595,2012-07-09 18:46:38
e3/89/tip12_NBK64607.tar.gz,Combining Substance Abuse Treatment with Intermediate Sanctions for Adults in the Criminal Justice System,Substance Abuse and Mental Health Services Administration (US),1994,NBK64607,2012-07-09 18:46:41
b1/d8/tip11_NBK64621.tar.gz,Simple Screening Instruments for Outreach for Alcohol and Other Drug Abuse and Infectious Diseases,Substance Abuse and Mental Health Services Administration (US),1994,NBK64621,2012-07-09 18:46:39
0b/bd/tip10_NBK64651.tar.gz,Assessment and Treatment Planning for Cocaine-Abusing Methadone-Maintained Patients,Substance Abuse and Mental Health Services Administration (US),1994,NBK64651,2012-07-09 18:47:06
55/2d/tip9_NBK64667.tar.gz,Assessment and Treatment of Patients with Coexisting Mental Illness and Alcohol and Other Drug Abuse,Substance Abuse and Mental Health Services Administration (US),1994,NBK64667,2012-07-09 18:47:08
c9/db/tip8_NBK64678.tar.gz,Intensive Outpatient Treatment for Alcohol and Other Drug Abuse,Substance Abuse and Mental Health Services Administration (US),1994,NBK64678,2012-07-09 18:45:56
2f/84/tip7_NBK64692.tar.gz,Screening and Assessment for Alcohol and Other Drug Abuse Among Adults in the Criminal Justice System,Substance Abuse and Mental Health Services Administration (US),1994,NBK64692,2012-07-09 18:47:22
aa/66/tip6_NBK64727.tar.gz,Screening for Infectious Diseases Among Substance Abusers,Substance Abuse and Mental Health Services Administration (US),1993,NBK64727,2017-09-09 02:37:20
69/df/tip5_NBK64750.tar.gz,Improving Treatment for Drug-Exposed Infants,Substance Abuse and Mental Health Services Administration (US),1993,NBK64750,2012-07-09 18:47:37
40/47/tip2_NBK64766.tar.gz,"Pregnant, Substance-Using Women",Substance Abuse and Mental Health Services Administration (US),1993,NBK64766,2012-07-09 18:47:18
3c/7d/tip24_NBK64827.tar.gz,A Guide to Substance Abuse Services for Primary Care Clinicians,Substance Abuse and Mental Health Services Administration (US),1997,NBK64827,2012-10-10 18:37:19
8a/14/tip52_NBK64845.tar.gz,Clinical Supervision and Professional Development of the Substance Abuse Counselor,Substance Abuse and Mental Health Services Administration (US),2009,NBK64845,2012-07-09 18:47:19
1f/6b/tip27_NBK64863.tar.gz,Comprehensive Case Management for Substance Abuse Treatment,Substance Abuse and Mental Health Services Administration (US),1998,NBK64863,2012-10-10 18:37:23
8e/ad/tip29_NBK64881.tar.gz,Substance Use Disorder Treatment For People With Physical and Cognitive Disabilities,Substance Abuse and Mental Health Services Administration (US),1998,NBK64881,2012-10-10 18:37:13
94/35/tip36_NBK64901.tar.gz,Substance Abuse Treatment for Persons with Child Abuse and Neglect Issues,Substance Abuse and Mental Health Services Administration (US),2000,NBK64901,2012-07-09 18:46:45
a6/16/tip37_NBK64923.tar.gz,Substance Abuse Treatment for Persons with HIV/AIDS,Substance Abuse and Mental Health Services Administration (US),2000,NBK64923,2014-10-16 02:37:49
db/47/tip34_NBK64947.tar.gz,Brief Interventions and Brief Therapies for Substance Abuse,Substance Abuse and Mental Health Services Administration (US),1999,NBK64947,2013-01-29 18:37:11
5f/b6/tip35_NBK64967.tar.gz,Enhancing Motivation for Change in Substance Abuse Treatment,Substance Abuse and Mental Health Services Administration (US),1999,NBK64967,2012-10-10 18:37:14
d7/c3/cer28_NBK65169.tar.gz,Disease-Modifying Antirheumatic Drugs (DMARDs) in Children With Juvenile Idiopathic Arthritis (JIA),Agency for Healthcare Research and Quality (US),2011,NBK65169,2012-07-09 18:43:40
d3/e0/tip49s_NBK65180.tar.gz,Incorporating Alcohol Pharmacotherapies Into Medical Practice: A Review of the Literature,Substance Abuse and Mental Health Services Administration (US),2009,NBK65180,2013-06-13 18:37:18
df/ad/es89_NBK65294.tar.gz,Screening for and Management of Obesity and Overweight in Adults,Agency for Healthcare Research and Quality (US),2011,NBK65294,2012-07-09 18:42:56
8d/af/cer33_NBK65315.tar.gz,Nonpharmacologic Interventions for Treatment-Resistant Depression in Adults,Agency for Healthcare Research and Quality (US),2011,NBK65315,2012-07-09 18:42:28
21/b6/cer29_NBK65406.tar.gz,Comparative Effectiveness of Management Strategies for Gastroesophageal Reflux Disease: Update,Agency for Healthcare Research and Quality (US),2011,NBK65406,2012-07-09 18:43:24
24/2b/cer38_NBK65646.tar.gz,Analgesics for Osteoarthritis: An Update of the 2006 Comparative Effectiveness Review,Agency for Healthcare Research and Quality (US),2011,NBK65646,2012-07-09 18:44:13
56/ca/cer43_NBK66081.tar.gz,Off-Label Use of Atypical Antipsychotics: An Update,Agency for Healthcare Research and Quality (US),2011,NBK66081,2012-07-09 18:37:59
88/1e/es86_NBK66099.tar.gz,Screening for Cervical Cancer: A Systematic Evidence Review for the U.S. Preventive Services Task Force,Agency for Healthcare Research and Quality (US),2011,NBK66099,2012-07-09 18:42:09
00/ec/pdqcis_NBK82221.tar.gz,National Cancer Institute - PDQ Cancer Information Summaries,National Cancer Institute (US),2002,NBK82221,2019-05-19 03:03:35
93/c8/methresrate_NBK82248.tar.gz,A Process for Robust and Transparent Rating of Study Quality: Phase 1,Agency for Healthcare Research and Quality (US),2011,NBK82248,2012-07-09 18:42:16
5d/c2/methresobsbias_NBK82258.tar.gz,Development of the RTI Item Bank on Risk of Bias and Precision of Observational Studies,Agency for Healthcare Research and Quality (US),2011,NBK82258,2012-07-09 18:45:12
fd/38/methreswiki_NBK82273.tar.gz,Feasibility Study of a Wiki Collaboration Platform for Systematic Reviews,Agency for Healthcare Research and Quality (US),2011,NBK82273,2012-07-09 18:37:16
7e/06/techbrief7_NBK82287.tar.gz,Emerging MRI Technologies for Imaging Musculoskeletal Disorders Under Loading Stress,Agency for Healthcare Research and Quality (US),2011,NBK82287,2014-09-25 02:41:18
19/3b/es90_NBK82303.tar.gz,Prostate-Specific Antigen-Based Screening for Prostate Cancer: An Evidence Update for the U.S. Preventive Services Task Force,Agency for Healthcare Research and Quality (US),2011,NBK82303,2012-07-09 18:37:12
44/a5/es91_NBK82315.tar.gz,Treatments for Localized Prostate Cancer: Systematic Review to Update the 2002 U.S. Preventive Services Task Force Recommendation,Agency for Healthcare Research and Quality (US),2011,NBK82315,2012-07-09 18:40:50
4c/be/cer44_NBK82368.tar.gz,"Attention Deficit Hyperactivity Disorder: Effectiveness of Treatment in At-Risk Preschoolers; Long- Term Effectiveness in All Ages; and Variability in Prevalence, Diagnosis, and Treatment",Agency for Healthcare Research and Quality (US),2011,NBK82368,2016-02-14 02:39:21
b9/0d/cer35_NBK82399.tar.gz,Terbutaline Pump for the Prevention of Preterm Birth,Agency for Healthcare Research and Quality (US),2011,NBK82399,2012-07-09 18:37:35
79/50/erta199_NBK82434.tar.gz,Health Literacy Interventions and Outcomes: An Updated Systematic Review,Agency for Healthcare Research and Quality (US),2011,NBK82434,2012-07-09 18:40:39
d5/c3/erta202_NBK82455.tar.gz,"Transition of Care for Acute Stroke and Myocardial Infarction Patients: From Hospitalization to Rehabilitation, Recovery, and Secondary Prevention",Agency for Healthcare Research and Quality (US),2011,NBK82455,2012-07-09 18:40:04
1f/4c/techbrief11_NBK82493.tar.gz,Noninvasive Diagnostic Techniques for the Detection of Skin Cancers,Agency for Healthcare Research and Quality (US),2011,NBK82493,2014-09-25 02:37:27
7d/c5/techbrief8_NBK82511.tar.gz,Multidisciplinary Pain Programs for Chronic Noncancer Pain,Agency for Healthcare Research and Quality (US),2011,NBK82511,2014-09-25 02:37:18
f6/4f/techrev17v5_NBK82526.tar.gz,"Comparison of Translational Patterns in Two Nutrient - Disease Associations: Nutritional Research Series, Vol. 5",Agency for Healthcare Research and Quality (US),2011,NBK82526,2016-02-14 02:40:16
ff/bf/vaanxiety_NBK82540.tar.gz,Performance Characteristics of Self-report Instruments for Diagnosing Generalized Anxiety and Panic Disorders in Primary Care: A Systematic Review,Department of Veterans Affairs (US),2011,NBK82540,2016-02-14 02:40:07
65/7a/vadelirium_NBK82554.tar.gz,"Delirium: Screening, Prevention, and Diagnosis - A Systematic Review of the Evidence",Department of Veterans Affairs (US),2011,NBK82554,2016-02-14 02:40:41
f6/f6/vadisparities2_NBK82564.tar.gz,Interventions to Improve Minority Health Care and Reduce Racial and Ethnic Disparities,Department of Veterans Affairs (US),2011,NBK82564,2013-06-13 18:37:16
bf/34/vareadmission_NBK82578.tar.gz,Risk Prediction Models for Hospital Readmission: A Systematic Review,Department of Veterans Affairs (US),2011,NBK82578,2012-07-09 18:38:59
d9/e9/vajointreplace_NBK82590.tar.gz,A Comparison of Joint Replacement Disparities in VA and Non-VA Settings: A Systematic Review,Department of Veterans Affairs (US),2011,NBK82590,2012-07-09 18:38:19
27/00/vatransparency_NBK82661.tar.gz,Public Presentation of Health System or Facility Data about Quality and Safety: A Systematic Review,Department of Veterans Affairs (US),2011,NBK82661,2013-06-13 18:37:16
73/b0/vaespbriefs_NBK82768.tar.gz,VA Evidence-based Synthesis Program Evidence Briefs,Department of Veterans Affairs (US),2011,NBK82768,2019-02-27 02:37:28
84/5f/vacamptsd_NBK82774.tar.gz,Efficacy of Complementary and Alternative Medicine Therapies for Posttraumatic Stress Disorder,Department of Veterans Affairs (US),2011,NBK82774,2016-05-10 02:37:29
ba/6a/vacamptsdsup_NBK82787.tar.gz,An Overview of Complementary and Alternative Medicine Therapies for Anxiety and Depressive Disorders: Supplement to Efficacy of Complementary and Alternative Medicine Therapies for Posttraumatic Stress Disorder,Department of Veterans Affairs (US),2011,NBK82787,2016-05-10 02:37:29
90/3e/hssamhsatipcollect_NBK82999.tar.gz,SAMHSA/CSAT Treatment Improvement Protocols,Substance Abuse and Mental Health Services Administration (US),1993,NBK82999,2019-04-10 02:37:15
07/d1/techbrief10_NBK83043.tar.gz,Whole-Body Vibration Therapy for Osteoporosis,Agency for Healthcare Research and Quality (US),2011,NBK83043,2014-09-25 02:39:01
b0/16/erta204_NBK83054.tar.gz,An Evidence Review of Active Surveillance in Men With Localized Prostate Cancer,Agency for Healthcare Research and Quality (US),2011,NBK83054,2012-07-09 18:41:14
e1/9e/tip51_NBK83252.tar.gz,Substance Abuse Treatment: Addressing the Specific Needs of Women,Substance Abuse and Mental Health Services Administration (US),2009,NBK83252,2012-07-09 18:48:03
a0/76/vaanemia_NBK83423.tar.gz,Treatment of Anemia in Patients with Heart Disease: A Systematic Review,Department of Veterans Affairs (US),2011,NBK83423,2012-07-09 18:45:14
58/d0/cer46_NBK83442.tar.gz,Second-Generation Antidepressants in the Pharmacologic Treatment of Adult Depression: An Update of the 2007 Comparative Effectiveness Review,Agency for Healthcare Research and Quality (US),2011,NBK83442,2012-07-09 18:39:42
c3/92/cer24_NBK83496.tar.gz,Screening and Treatment of Subclinical Hypothyroidism or Hyperthyroidism,Agency for Healthcare Research and Quality (US),2011,NBK83496,2012-07-09 18:37:50
0c/0c/cer31_NBK83519.tar.gz,"Effectiveness of Early Diagnosis, Prevention, and Treatment of Clostridium difficile Infection",Agency for Healthcare Research and Quality (US),2011,NBK83519,2012-07-09 18:40:37
57/13/cer42_NBK83532.tar.gz,Adjunctive Devices for Patients With Acute Coronary Syndrome Undergoing Percutaneous Coronary Intervention,Agency for Healthcare Research and Quality (US),2011,NBK83532,2012-07-09 18:46:08
96/64/methresprimary_NBK83621.tar.gz,A Framework To Facilitate the Use of Systematic Reviews and Meta-analyses in the Design of Primary Research Studies,Agency for Healthcare Research and Quality (US),2012,NBK83621,2016-02-14 02:43:42
4b/78/methresmental_NBK83633.tar.gz,Identifying Priorities for Patient-Centered Outcomes Research for Serious Mental Illness,Agency for Healthcare Research and Quality (US),2011,NBK83633,2012-07-09 18:45:24
98/e5/cer40_NBK83937.tar.gz,Effectiveness and Safety of Antiepileptic Medications in Patients With Epilepsy,Agency for Healthcare Research and Quality (US),2011,NBK83937,2012-08-02 18:37:25
1e/ef/techbrief9_NBK83951.tar.gz,Wheeled Mobility (Wheelchair) Service Delivery,Agency for Healthcare Research and Quality (US),2012,NBK83951,2014-09-25 02:40:46
c8/43/frn9_NBK83972.tar.gz,"Future Research Needs for Attention Deficit Hyperactivity Disorder: Effectiveness of Treatment in At-Risk Preschoolers; Long-Term Effectiveness in All Ages; and Variability in Prevalence, Diagnosis, and Treatment",Agency for Healthcare Research and Quality (US),2012,NBK83972,2016-02-14 02:43:12
88/35/methrespubbias_NBK84231.tar.gz,Correcting for Publication Bias in the Presence of Covariates,Agency for Healthcare Research and Quality (US),2011,NBK84231,2012-07-09 18:46:49
7e/0d/methresassoc_NBK84249.tar.gz,Detection of Associations Between Trial Quality and Effect Sizes,Agency for Healthcare Research and Quality (US),2012,NBK84249,2012-07-09 18:41:41
08/8f/vanutsupamd_NBK84269.tar.gz,Nutritional Supplements for Age-Related Macular Degeneration: A Systematic Review,Department of Veterans Affairs (US),2012,NBK84269,2012-07-09 18:43:19
e3/64/frn10_NBK84482.tar.gz,Future Research Needs for Hematopoietic Stem-Cell Transplantation in the Pediatric Population: Identification of Future Research Needs From Comparative Effectiveness Review No. 48,Agency for Healthcare Research and Quality (US),2012,NBK84482,2014-09-25 02:41:43
af/e5/frn11_NBK84494.tar.gz,Future Research Needs for Diagnosis of Obstructive Sleep Apnea: Identification of Future Research Needs From Comparative Effectiveness Review No. 32,Agency for Healthcare Research and Quality (US),2012,NBK84494,2014-09-25 02:37:23
fc/76/frn12_NBK84506.tar.gz,Future Research Needs for Treatment of Obstructive Sleep Apnea: Identification of Future Research Needs From Comparative Effectiveness Review No. 32,Agency for Healthcare Research and Quality (US),2012,NBK84506,2014-09-25 02:42:50
92/7f/cer47_NBK84530.tar.gz,Noninvasive Diagnostic Tests for Breast Abnormalities: Update of a 2006 Review,Agency for Healthcare Research and Quality (US),2012,NBK84530,2012-07-09 18:45:16
fe/75/cer37_NBK84564.tar.gz,"Chronic Kidney Disease Stages 1–3: Screening, Monitoring, and Treatment",Agency for Healthcare Research and Quality (US),2012,NBK84564,2016-02-14 02:43:48
cd/1f/cer41_NBK84586.tar.gz,Noncyclic Chronic Pelvic Pain Therapies for Women: Comparative Effectiveness,Agency for Healthcare Research and Quality (US),2012,NBK84586,2012-07-09 18:46:00
71/10/cer45_NBK84604.tar.gz,Self-Measured BloodPressure Monitoring: Comparative Effectiveness Comparative,Agency for Healthcare Research and Quality (US),2012,NBK84604,2016-02-14 02:43:27
25/13/cer48_NBK84626.tar.gz,Hematopoietic Stem-Cell Transplantation in the Pediatric Population,Agency for Healthcare Research and Quality (US),2012,NBK84626,2012-07-09 18:46:05
bc/bb/cer39_NBK84643.tar.gz,First- and Second- Generation Antipsychotics for Children and Young Adults,Agency for Healthcare Research and Quality (US),2012,NBK84643,2016-02-14 02:40:37
a5/1f/frn13_NBK84660.tar.gz,Future Research Needs for First- and Second- Generation Antipsychotics for Children and Young Adults,Agency for Healthcare Research and Quality (US),2012,NBK84660,2016-02-14 02:42:53
b5/23/frn14_NBK84673.tar.gz,"Future Research Needs for Angiotensin-Converting Enzyme Inhibitors (ACEIs), Angiotensin II Receptor Antagonists (ARBs), or Direct Renin Inhibitors (DRIs) for Treating Hypertension",Agency for Healthcare Research and Quality (US),2012,NBK84673,2016-02-14 02:41:41
8b/26/cer56_NBK91350.tar.gz,Adjuvant Treatment for Phenylketonuria (PKU),Agency for Healthcare Research and Quality (US),2012,NBK91350,2012-07-09 18:47:29
15/36/cer52_NBK91369.tar.gz,Fecal DNA Testing in Screening for Colorectal Comparative Effectiveness Review Number 52 Cancer in Average Risk Adults,Agency for Healthcare Research and Quality (US),2012,NBK91369,2016-02-14 02:42:04
4c/81/techrev17v4_NBK91413.tar.gz,"Effects of Eicosapentanoic Acid and Docosahexanoic Acid on Mortality Across Diverse Settings: Systematic Review and Meta-Analysis of Randomized Trials and Prospective Cohorts: Nutritional Research Series, Vol. 4",Agency for Healthcare Research and Quality (US),2012,NBK91413,2012-07-09 18:45:57
35/56/hcupff2009_NBK91984.tar.gz,"Facts and Figures: Statistics on Hospital-Based Care in the United States, 2009",Agency for Healthcare Research and Quality (US),2011,NBK91984,2012-10-06 18:39:41
73/f8/tip53_NBK92036.tar.gz,Addressing Viral Hepatitis in People With Substance Use Disorders,Substance Abuse and Mental Health Services Administration (US),2011,NBK92036,2012-07-09 18:46:56
dc/30/tip54_NBK92048.tar.gz,Managing Chronic Pain in Adults With or in Recovery From Substance Use Disorders,Substance Abuse and Mental Health Services Administration (US),2012,NBK92048,2012-07-09 18:46:36
5c/b4/cer50_NBK92132.tar.gz,"Antinuclear Antibody, Rheumatoid Factor, and Cyclic-Citrullinated Peptide Tests for Evaluating Musculoskeletal Complaints in Children",Agency for Healthcare Research and Quality (US),2012,NBK92132,2012-07-09 18:47:05
2d/22/methresvalid_NBK92293.tar.gz,Validity and Inter-rater Reliability Testing of Quality Assessment Instruments,Agency for Healthcare Research and Quality (US),2012,NBK92293,2016-02-14 02:43:33
95/29/cer49_NBK92319.tar.gz,Venous Thromboembolism Prophylaxis in Orthopedic Surgery,Agency for Healthcare Research and Quality (US),2012,NBK92319,2012-07-09 18:48:16
0c/8d/methresover_NBK92422.tar.gz,Comprehensive Overview of Methods and Reporting of Meta-Analyses of Test Accuracy,Agency for Healthcare Research and Quality (US),2012,NBK92422,2012-07-09 18:46:56
22/73/es86s_NBK92546.tar.gz,Screening for Cervical Cancer: A Decision Analysis for the U.S. Preventive Services Task Force,Agency for Healthcare Research and Quality (US),2011,NBK92546,2012-12-05 18:37:11
9a/07/cer53_NBK92566.tar.gz,Treatment To Prevent Fractures in Men and Women With Low Bone Density or Osteoporosis: Update of a 2007 Report,Agency for Healthcare Research and Quality (US),2012,NBK92566,2012-08-21 18:37:15
2e/b9/vasuicideinter_NBK92635.tar.gz,Suicide Prevention Interventions and Referral/Follow-up Services: A Systematic Review,Department of Veterans Affairs (US),2012,NBK92635,2016-05-10 02:37:16
88/8f/vasuiciderisk_NBK92671.tar.gz,Suicide Risk Factors and Risk Assessment Tools: A Systematic Review,Department of Veterans Affairs (US),2012,NBK92671,2016-05-10 02:37:30
1a/3d/erta205_NBK92690.tar.gz,Diagnosis and Management of Febrile Infants (0-3 Months),Agency for Healthcare Research and Quality (US),2012,NBK92690,2016-02-14 02:42:36
7a/d3/cer36_NBK92960.tar.gz,Nonsurgical Treatments for Urinary Incontinence in Adult Women: Diagnosis and Comparative Effectiveness,Agency for Healthcare Research and Quality (US),2012,NBK92960,2013-12-06 02:38:41
05/68/methrestrans_NBK95238.tar.gz,Accuracy of Data Extraction of Non-English Language Trials With Google Translate,Agency for Healthcare Research and Quality (US),2012,NBK95238,2016-02-14 02:41:18
11/c9/cer54_NBK95257.tar.gz,Drug Therapy for Psoriatic Arthritis in Adults: Update of a 2007 Report,Agency for Healthcare Research and Quality (US),2012,NBK95257,2012-07-09 18:48:27
05/d4/methfrn8_NBK95273.tar.gz,Framework for Considering Study Designs for Future Research Needs,Agency for Healthcare Research and Quality (US),2012,NBK95273,2012-07-09 18:48:06
cc/9a/methfrn9_NBK95284.tar.gz,Presentation of Future Research Needs,Agency for Healthcare Research and Quality (US),2012,NBK95284,2012-07-09 18:47:58
cb/0f/cer59_NBK95371.tar.gz,Screening for Glaucoma: Comparative Effectiveness,Agency for Healthcare Research and Quality (US),2012,NBK95371,2012-07-09 15:24:58
36/6f/cer60_NBK95391.tar.gz,Treatment for Glaucoma: Comparative Effectiveness,Agency for Healthcare Research and Quality (US),2012,NBK95391,2012-07-09 18:48:29
0a/a6/ipoct_NBK97169.tar.gz,Image Processing in Optical Coherence Tomography: using Matlab,University of Silesia,2011,NBK97169,2016-02-14 02:39:28
a0/51/es92_NBK97297.tar.gz,Screening Women for Intimate Partner Violence and Elderly and Vulnerable Adults for Abuse: Systematic Review to Update the 2004 U.S. Preventive Services Task Force Recommendation,Agency for Healthcare Research and Quality (US),2012,NBK97297,2012-07-09 18:48:43
79/22/erta203_NBK97318.tar.gz,Enabling Health Care Decisionmaking Through Clinical Decision Support and Knowledge Management,Agency for Healthcare Research and Quality (US),2012,NBK97318,2012-07-09 18:48:05
78/53/cer51_NBK97368.tar.gz,Dietary Supplements in Adults Taking Cardiovascular Drugs,Agency for Healthcare Research and Quality (US),2012,NBK97368,2012-07-09 18:49:12
e0/c7/cer55_NBK97388.tar.gz,Drug Therapy for Rheumatoid Arthritis in Adults: An Update,Agency for Healthcare Research and Quality (US),2012,NBK97388,2012-07-09 18:48:52
90/dc/cer62_NBK97406.tar.gz,Treatment for Depression After Unsatisfactory Response to SSRIs,Agency for Healthcare Research and Quality (US),2012,NBK97406,2012-07-09 18:48:38
81/07/ukhta1603_NBK97425.tar.gz,A Systematic Review of Prevention and Intervention Strategies for Populations at High Risk of Engaging in Violent Behaviour: Update 2002&#8211;8,NIHR Journals Library,2012,NBK97425,2018-05-03 02:39:52
16/b7/ukhta1607_NBK97451.tar.gz,"An Evaluation of the Feasibility, Cost and Value of Information of a Multicentre Randomised Controlled Trial of Intravenous Immunoglobulin for Sepsis (Severe Sepsis and Septic Shock): Incorporating a Systematic Review, Meta-Analysis and Value of Information Analysis",NIHR Journals Library,2012,NBK97451,2018-05-03 02:41:23
6f/bc/ukhta1542_NBK97468.tar.gz,Lapatinib and Trastuzumab in Combination with an Aromatase Inhibitor for the First-Line Treatment of Metastatic Hormone Receptor-Positive Breast Cancer which Over-Expresses Human Epidermal Growth Factor 2 (HER2): A Systematic Review and Economic Analysis,NIHR Journals Library,2011,NBK97468,2018-05-03 03:00:58
